domain,control_id,description,label,version
HR,HR 3.4,"The entity shall provide appropriate role-based trainings to employees, contractors and third-party users with relevant roles and responsibilities.
The entity shall:
1.	Ensure to provide information security and privacy training: 
a)	Prior to authorizing access to system, network, applications, medical devices and/or cloud environment
b)	In case of any new role that require specific training
2.	As needed by awareness and training program Periodically evaluate effectiveness of the awareness program",Advanced,ADHICS_V2
HR,HR 3.5,"The entity shall establish and enforce a disciplinary procedure for employees, where relevant contractors and third parties, who have committed security breaches.
The entity shall:
1.	Ensure employees, contractors and third-party resources are aware of the entity’s disciplinary processes
2.	Enforce disciplinary processes and maintain necessary records on the breaches and on management’s actions","Transitional
Service Providers",ADHICS_V2
HR,HR 4.1,"The entity shall define responsibilities concerning information security for performing employment termination and/or change of employment The entity shall:
1.	Establish internal and external communication protocol on employment exit
2.	Ensure adequate knowledge transfers and responsibility handovers 
3.	Ensure employee handover of entity data prior to their exit 
4.	Define an employee exit clearance form and ensure it is filled and signed by relevant function/department SPOCs before employee exit",Basic,ADHICS_V2
HR,HR 4.2,"The entity shall ensure recovery of all organizational assets upon termination of employment, contract or agreement
The entity shall:
1.	Ensure all organizational assets are recovered and necessary acknowledgement and clearance is obtained from appropriate stakeholders
2.	Ensure all information, with special focus on health information, has been recovered and cannot be misused anywhere, anytime
3.	Ensure resources leaving the entity formally acknowledges and conforms that no information is under their direct or indirect possession or use",Basic,ADHICS_V2
HR,HR 4.3,"The entity shall remove physical and logical access rights and revoke privileges of individuals upon exit, termination of employment, contract or agreement 
The entity shall remove access to systems, applications, information, secure areas, and work areas.
The entity shall:
1.	Ensure access to systems, application, information, secure areas, work areas and identified critical areas are revoked in a timely manner within 24 hours upon exit termination
2.	Communicate with DoH and the entity being served to revoke any relevant system and application access upon termination ","Basic
Service Provider",ADHICS_V2
HR,HR 4.4,"The entity shall develop internal process to manage internal transfers and change of role
The entity shall:
1.	Ensure communication to all necessary internal and external stakeholders on change of role or internal transfers
2.	Revoke access and privileges associated with previous role and reassign privileges on system, application and information access and utilization consistent with their new role based on necessary authorization
3.	Ensure adequate knowledge transfers and responsibility handovers ",Basic,ADHICS_V2
AM,AM 1.1,"The entity shall develop, implement, and maintain an asset management policy to:
1.	Be relevant and appropriate for entities operational and risk environment 
2.	Establish framework to effectively manage the entity’s information assets through ownership assignment, accountability & responsibility definition, recording and maintaining of all/relevant properties of asset
3.	Define roles and responsibilities for actions expected out of asset management policy, and shall have functional KPI’s for business/function leaders
4.	Define and enforce Asset classification scheme in line with section A.5 of this standard 
5.	Identify requirements of data retention, handling, and disposal",Basic,ADHICS_V2
AM,AM 1.2,"The entity shall pay specific attention to medical devices and equipment’s while defining policy, and shall categorically address the following demands:
1.	Maintain an inventory of medical devices and equipment, and link them to patients while ensuring that sensitive patient information is redacted and not visible
2.	Roles that will be allowed to access, use and maintain medical devices and equipment shall be established
3.	To the extent possible, medical devices and equipment to authenticate users, based on entity’s authentication and authorization process
4.	The need for handling procedures for each medical device and equipment in use shall be defined and updated as required to stay current
5.	The need to establish and maintain risk log concerning medical devices and equipment
6.	Decommissioning and/or secure disposal of medical devices and equipment","Basic
Service Provider",ADHICS_V2
AM,AM 2.1,"The entity shall have all their information assets (connected/not connected) identified, recorded, and maintained through an information asset inventory.
The inventory shall:
1.	Capture all information assets (Laptops/ Computers, Mobile devices, Servers, Network devices, Applications, Software, Medical devices, equipment’s etc.) and necessary asset details in the asset inventory be reviewed and updated  periodically , or during change in the environment, and shall be accurate and reliable
2.	Be accessed and updated by an authorized individual
3.	Be centralized or distributed (function/line-of-business/service wise) based on the entity’s internal structures","Basic
Service Provider",ADHICS_V2
AM,AM 2.2,"The entity shall ensure asset inventory establishes the relations between various types of information assets, in support of care delivery",Advanced,ADHICS_V2
AM,AM 2.3,"Ownership for each identified asset shall be assigned to a designated role:
1.	The owner of an information asset shall define/identify the control requirements to minimize the impact of risk, due to the compromise of assets under his ownership
2.	The owner shall review the adequacy of implemented control measures periodically and amend/modify the control environment as necessary
3.	The owner shall ensure effectiveness of the implemented controls, in addressing the risk environment
4.	Access and/or use of information assets shall be authorized by the asset owner
5.	The owner shall define and periodically review access restrictions and classifications, in line with the access control policy of the entity",Basic,ADHICS_V2
AM,AM 2.4,"The entity shall establish and enforce policy on the acceptable use of information assets to which users have access:
1.	The policy shall be communicated to all employees, contractors and third-party users in support of care delivery, and shall be read and acknowledged by all
2.	Entities shall maintain records of user acceptance on the acceptable use of information assets
The policy shall consider general requirements and industry best practices and shall have management requirements to reduce probabilities of information leakage/loss/theft and system compromises.","Basic
Service Provider",ADHICS_V2
AM,AM 2.5,"The entity shall identify and implement “Bring Your Own Device (BYOD)” security controls, to ensure secure usage of employees personally owned electronic devices for official purposes 

The entity shall:
1.	Identify and address Information security risk for the concept-in-practice “Bring Your Own Device (BYOD)” 
2.	Ensure probabilities of compromise through the use of personal devices are addressed through suitable security controls and role-based usage agreements
3.	Establish an authorization process on the use of personal devices to access/view/use/share/process/store health information
4.	Ensure usage of BYOD is subject to user acknowledgement on the usage agreements
5.	Ensure no healthcare and entity data/information is stored in employee/user’s personal devices and/or personal spaces within the devices","Basic
Service Provider",ADHICS_V2
AM,AM 3.1,"The entity shall classify all information assets in line with the information asset classification scheme
The entity shall: 
1.	Determine classification considering the criticality of the information it holds and ensure it is more restrictive/deterrent based on the entity’s tolerance of financial and reputational impact due to compromise of the information considered
2.	Ensure the classification scheme is uniform across the entity and well communicated
3.	Establish process for information labelling in accordance with entity’s information asset classification scheme 
4.	Establish process to reassess and/or update information classification, based on the following:
•	Change in the value of information
•	Changes to environment (location, access, storage, processing, usage, etc.)
•	Changes in protection levels  
•	Changes in government demands ","Basic
Service Provider",ADHICS_V2
AM,AM 3.2,"The entity shall establish process to interpret classification schemes, while receiving information from other entities/3rd parties and shall apply all essential control measures to safeguard/protect against compromise.",Transitional,ADHICS_V2
AM,AM 3.3,"The entity shall establish process to tag its information assets with unique tags prior to deployment/use in the entity environment. The asset tags can be used for tracking, inventory, and accountability purposes",Transitional,ADHICS_V2
AM,AM 4.1,"Handling procedures shall be defined for information, consistent with their classification.
1.	Handling procedures shall detail security requirements during:
•	Access granting and privilege allocation
•	Processing
•	Storing
•	Communication/sharing
•	Printing
•	Removal and disposal
2.	Security requirements based on asset criticality shall be considered in the handling procedures",Basic,ADHICS_V2
AM,AM 4.2,"The entity shall manage removable media in accordance with the classification scheme, handling procedures and acceptable use of assets.
The entity shall:
1.	Establish media management procedures to address lifecycle requirements (setup, distribution, utilization, and disposal)
2.	 Implement controls for protecting removable media against unauthorized access or misuse. Limit the use of removable media to those with valid business justification 
3.	Accept all involved/inherent risk concerning the use of removable media, and shall bear all responsibilities and is held accountable for the risks inherent in authorizing the use of removable media ","Basic
Service Provider",ADHICS_V2
AM,AM 4.3,"Access and privilege allocation for medical devices and equipment shall be provided to defined roles, with essential qualification and experience required to operate.
The entity shall:
1.	Secure and safe-guard medical devices and equipment with adequate security controls in accordance with its classification scheme and risk factors ","Basic
Service Provider",ADHICS_V2
AM,AM 4.4,"The entity shall prevent unauthorized disclosure, modification, destruction, or loss of patient health information stored on medical devices and equipment.
The entity shall ensure;
1.	Information stored within the medical devices and equipment are encrypted 
2.	Secure electronic communication between medical devices and other equipment’s 
3.	To define minimum essential qualification required to operate and/or handle medical devices and equipment
4.	Copies of valuable health information is moved to a secure storage/location to reduce the risks of its data damage or loss","Transitional
Service Provider",ADHICS_V2
AM,AM 4.5,Healthcare facilities shall consider wired communication facility for medical devices and equipment. Usage of wireless communication facility with medical devices and equipment shall be considered only when the wired communication facility is not available with the medical device.,Transitional,ADHICS_V2
AM,AM 4.6,Entity shall deploy technology solution to control and monitor removable media and shall be complemented by content encryption and biometric based access provisioning.,Advanced,ADHICS_V2
AM,AM 4.7,"The entity shall establish control procedures for the removal, movement, and transfer of information assets (information, equipment, medical devices, and information processing equipment/systems).
The entity shall:
1.	Authorize removal, movement and transfer of information assets
2.	Maintain records of removal, movement and transfer","Transitional
Service Provider",ADHICS_V2
AM,AM 5.1,"The entity shall ensure assets, both digital and physical, when no longer required are disposed beyond recovery 
The entity shall 
1.	Dispose information assets, when no longer required:
•	by the entity
•	on basis of legislative and regulatory demands
•	for legal proceedings 
2.	Initiate disposal of information assets on authorization of entity management 
3.	Verify and comply with the data retention policy, regulatory demands and requirements of data/information prior to disposal of any information asset 
4.	Establish control procedures for the secure disposal or reuse of media, equipment, devices and systems, containing classified information 
5.	Ensure removal of identifiable health information from assets prior to disposal
6.	Establish controls that ensure data once destroyed is not recovered","Basic
Service Provider",ADHICS_V2
AM,AM 5.2,"The entity shall maintain records, on asset disposal. The records shall have, but not be limited to, the following fields:
•	Information and/or asset owner
•	Type of media
•	Classification
•	Disposal type
•	Reason for disposal
•	Retention expiry date (if data)
•	Data removal confirmation and evidence
•	Disposal authorized by",Transitional,ADHICS_V2
PE,PE 1.1,"The entity shall develop, implement and maintain a physical and environmental security policy, to ensure adequate physical and environmental protection of entity’s information assets 
The policy shall:
1.	Be relevant and appropriate for entity’s operational and risk environment, concerning internal and external threats
2.	Address requirements of secure storage of hazardous or combustible materials that ensure avoidance of:
a)	human injuries or loss of life
b)	damage to information and information systems
3.	Consider classification of information assets and their physical presence
4.	Consider medical devices and equipment’s with special focus on their: 
a)	Criticality of data handled and healthcare operations
5.	Physical and environmental demands, as recommended by the manufacturer and applicable regulatory requirements define roles and responsibilities for actions expected out of physical and environmental security policy",Basic,ADHICS_V2
PE,PE 2.1,"The entity shall define and use security perimeters to protect areas that contain information and information systems.
The entity shall:
1.	Identify secure areas and define security perimeters, based on information assets contained within or information being processed
2.	Ensure adequate security counter measures are applied to identified secure areas to protect information and information systems within
3.	Consider the impact of compromise of confidentiality, integrity and availability of information or information assets while applying security controls
4.	Ensure secure areas are protected by appropriate control measures and   only authorized personnel are provided access and authorized activities are being conducted
5.	Control access of mobile, portable and surveillance devices/equipment/utilities to secure areas","Basic
Service Provider",ADHICS_V2
PE,PE 2.2,The entity shall allocate secure private areas to discuss protected health information by authorized stakeholders,Advanced,ADHICS_V2
PE,PE 2.3,"Secure areas shall be protected by appropriate control measures to ensure only authorized personnel are granted access and authorized activities are being conducted.
The entity shall:
1.	Maintain List of authorised personnel having access to secure areas
2.	Authenticate all persons accessing secure areas
3.	Maintain records for secure area access
4.	Maintain visitor access logs for visitors to secure areas 
5.	Ensure that all employees,  contractors and visitors wear distinguished form of visible identification  within the premises of the entity
6.	Ensure the locking mechanisms on all access doors are adequate, and alarms configured to alert prolonged open-state of doors
7.	Escort contractors or third parties while inside the secure areas
8.	Deploy closed circuit television (CCTV/surveillance camera) in identified vantage points of secure areas as required by Monitoring and Control Centre (MCC) Abu Dhabi
9.	Preserve CCTV footage for a period as required by Monitoring and Control Centre (MCC) Abu Dhabi",Basic,ADHICS_V2
PE,PE 2.4,"The entity shall nominate owners for each identified secure area.
Nominated owners of secure areas shall:
1.	Review access records/logs and surveillance footage in accordance with entity policy or in case of any security incident, whichever is earlier 
2.	Reconcile list of authorized users, having access to secure areas 
3.	Maintain a list of physical key inventory, as with whom the keys of secure areas are with
4.	Ensure to change the combinations and keys for any entity-defined secure zones, entry/exit points, and cabinets, when compromised",Transitional,ADHICS_V2
PE,PE 2.5,"The entity shall design and apply physical protection against natural disasters, environmental threats, external attacks and/or accidents.
The entity shall:
1.	Implement and maintain environmental control systems for data centres, that monitor, maintain, and test the consistency of temperature and humidity conditions in accordance with regulatory requirements
2.	Ensure appropriate fire suppression systems (e.g., sprinklers, fire extinguishers) are located throughout the entity. 
3.	Ensure fire detectors (e.g., smoke or heat activated) are installed on and/or in the ceilings and floors
4.	Ensure that fallback equipment, device, system and backup media are protected from damage caused by natural or man-made disasters
5.	Ensure availability of power backup to provide power to key information systems and critical data centre infrastructures","Basic
Service Provider",ADHICS_V2
PE,PE 2.6,"The entity shall have segregated delivery, loading areas and shall establish control measures over entry and exit.
The entity shall:
1.	Establish access procedures to loading and unloading areas to restrict access to only authorized personnel
2.	Inspect and register incoming and outgoing materials, in accordance with entity’s asset management procedures
3.	Physically segregate incoming and outgoing materials, as applicable ",Basic,ADHICS_V2
PE,PE 3.1,"The entity shall site/position medical devices and equipment in a manner that they are always protected.
The entity shall:
1.	Consider environmental risk condition while positioning medical devices and equipment 
2.	Establish guidelines on physical protection and unauthorized access of equipment and medical devices
3.	Implement controls to protect equipment, medical devices and information processing systems when left unattended","Basic
Service Provider",ADHICS_V2
PE,PE 3.2,"The entity shall maintain operating procedures to keep equipment in reliable working order.
The entity shall:
1.	Establish operating procedures for commissioning, maintenance and decommissioning of equipment activities
2.	Maintain up-to date records for maintenance carried out.","Advanced
Service Provider",ADHICS_V2
PE,PE 3.3,"Power, telecommunication, and cables carrying data shall be secured and protected.
The entity shall:
1.	Ensure that power, telecommunication and data cables are protected against physical tampering
2.	Segregate power and telecommunication/data cables to avoid interference",Basic,ADHICS_V2
PE,PE 3.4,"The entity shall identify and apply security measures to protect equipment, medical devices and information processing systems while off-site.
The entity shall:
1.	Establish an authorization procedure for taking information assets off-site 
2.	Ensure manufacturer’s recommendation and instructions are followed, while equipment, medical devices and information processing systems are off-site
3.	Ensure that movement and possession (chain of custody) logs for off-site equipment, medical devices and information processing systems maintained and verified
4.	Ensure security measures are applied to protect off-site equipment, medical devices and information processing systems from probabilities of information leakage, tampering and unauthorized activities","Transitional
Service Provider",ADHICS_V2
PE,PE 3.5,"The entity shall define and enforce a clear desk and clear screen policy for paper documents, removable storage media, and information processing systems.
The clear desk and clear screen policy shall:
1.	Define user responsibilities with respect to clear desk and clear screen requirements
2.	Be appropriate to the purpose and objectives of the entity
3.	Be read and acknowledged by all employees and contractors of the entity
4.	Ensure that health information is not left unattended",Basic,ADHICS_V2
AC,AC 1.1,"The entity shall develop, enforce and maintain an access control policy to ensure access to information and information assets is adequately controlled and secured.
The policy shall:
1.	Be relevant and appropriate to control and secure access to information, application, technology, medical devices and equipment
2.	Include management demands and directions, scope and specific applicability based on:
a)	Type of service
b)	Information
c)	Application
d)	Technology
e)	Infrastructure devices
f)	Medical devices and equipment
3.	Emphasize the requirement-of-need and role-based access principles
4.	Establish requirements, with core focus on;
a)	granting of access
b)	access authorization
c)	access revocation
d)	access review
5.	Address the entity needs on secure password management and practices
6.	Mandate the usage of unique identity and complex password where relevant, define access control measures and provisions for portable/mobile devices, including user owned devices, that handle the entity’s data or host the entity application(s) to conduct business transactions 
7.	Include control requirements for the access and use of network services
8.	Include management actions on violations and deviations
9.	Define roles and responsibilities for actions expected",Basic,ADHICS_V2
AC,AC 2.1,"The entity shall have a formal documented and implemented user registration and de-registration process The entity shall:
1.	Ensure request for user registration and de-registration are process driven, and are in compliance with established criteria for access
2.	Ensure unique user accounts are created for each individual requiring access, and shall implement a suitable authentication mechanism 
3.	Ensure shared user account are not created or used without explicit approval from the Information System Owner, Business Processes Owner & shall have an owner assigned to ensure accountability. 
4.	Ensure accounts are deactivated within defined duration of inactivity 
5.	Revoke user accounts upon exit, termination of employment, contract or agreement 
6.	Revalidate access requirements during role changes
7.	Maintain records/list of persons authorized to use entity’s information systems, applications, medical devices and equipment","Basic
Service Provider",ADHICS_V2
AC,AC 2.2,"The entity shall restrict and control allocation of privileges, based on principles of need to know.
The entity shall:
1.	Ensure normal user accounts are not used as service accounts or to conduct privileged application and system level activities. 
2.	Control and restrict from sharing privilege user IDs to multiple users
3.	Ensure users privileges are restrictive in nature, and are assigned based on needs to conduct business activities supported by necessary approvals
4.	Ensure Privilege or administrative accounts are only used for system administrator activities and not for daily day to day operations 
5.	Ensure usage of service accounts are controlled, and are not hardcoded in application codes or scripts
6.	Enforce multifactor authentication scheme for all privilege, administrative and remote access
7.	Ensure remote access is controlled and monitored","

Transitional
Service Provider",ADHICS_V2
AC,AC 2.3,"The entity shall establish a process for secure allocation, use and management of security credentials.
The entity shall:
1.	Ensure to change default credentials for all information assets before deployment to operational environment
2.	Ensure that passwords are prohibited from being displayed when entered
3.	Ensure passwords are always hashed and stored in encrypted format
4.	Communicate details of user account and password in two different communication modalities
5.	Enforce complexity requirements on password characters, and shall have at least:
a)	Twelve characters
b)	One number, one upper-case and lower-case character, and a special character
6.	Ensure passwords, including that of service accounts and privileged accounts, are changed periodically 
7.	Ensure account lockout features are configured to block the users after at least 5 failed attempts
8.	Ensure that password history is maintained, and shall restrict users from using immediately used previous passwords (at least 3 previous passwords)
9.	Ensure to change password post remote maintenance session which requires sharing of password 
10.	Educate users to adopt good practices while selecting and using passwords","Basic
Service Provider",ADHICS_V2
AC,AC 3.1,"The entity shall restrict access to removable media, portable devices, and medical equipment or devices.
The entity shall:
1.	Ensure access is provided on role-based need-to-know principles with appropriate authorization
2.	Ensure media containing confidential and secret information is password protected and encrypted
3.	Where relevant, control access to medical equipment and devices through password enforcement in compliance with the healthcare entity password complexity and usage requirements","Transitional
Service Provider",ADHICS_V2
AC,AC 3.2,"The entity shall control access to equipment, devices, system and facilities at teleworking sites.
The entity shall:
1.	Ensure access to equipment, devices, system and facilities at teleworking sites are authenticated, and their access to entity resources are authorized based on need
2.	Ensure confidentiality and protection of health information while providing/consuming services through teleworking principles
3.	Maintain an inventory of assets in use at teleworking sites ","Transitional
Service Provider",ADHICS_V2
AC,AC 3.3,"The entity shall adhere to security and privacy requirements outlined in the DoH standard for Telemedicine, in addition to fulfilling the requirements set forth in this standard when delivering Telehealth services","Basic
Service Provider",ADHICS_V2
AC,AC 4.1,"The entity shall review access and privileges granted to its user.
The entity shall:
1.	Establish process for the reviewing user access and associated privileges to various entity resources periodically
2.	Define responsibility for access and privileges review, based on entity resources being accessed
3.	Conduct user access review at least once a year or earlier, as required by the entity’s risk environment
4.	Maintain an up-to-date inventory of access granted and privileges assigned","Basic
Service Provider",ADHICS_V2
AC,AC 5.1,"Access to the entity’s network and network services shall be controlled, and shall be provided based on specific need for which the user is authorized for:
The entity shall:
1.	Provide access to entity network in accordance with access control rules and depending on necessity
2.	Implement appropriate authentication methods to ensure secure remote access 
3.	Ensure all remote login and access are only through secure channels
4.	Identify all equipment and devices connected to its network, and shall have mechanism to detect unauthorized equipment and devices","Basic
Service Provider",ADHICS_V2
AC,AC 5.2,"The entity shall have mechanism to identify all equipment and devices connected to its network, and shall have automated mechanism to detect unauthorized equipment and devices",Advanced,ADHICS_V2
AC,AC 5.3,"The entity shall control access to all information assets for the purpose of diagnosis and configuration
The entity shall:
1.	Identify and whitelist all ports, services and utilities that are used for troubleshooting, and for diagnostics and configuration purposes
2.	Provide rationale or define security controls for the diagnostic and configuration services and utilities that are essential, and disable services and utilities that are not required
3.	Restrict access for remote troubleshooting, diagnostic and configuration to authorized roles and shall be allowed from authorized workstations",Advanced,ADHICS_V2
AC,AC 5.4,"The entity shall define and implement network routing controls to ensure information flow and system, medical devices and equipment connections are not compromised 
The entity shall:
1.	Establish processes for secure configuration and rules for network routing requirements
2.	Always ensure source and destination address and services or ports are used while defining and applying routing rules
3.	Enable routing protection countermeasures to avoid manipulation of routing systems and tables
4.	Define and implement network architecture that segregates and isolates internal and externally accessible systems
5.	 Manage external connections to information systems and networks using interfaces made up of perimeter security devices (such as firewalls) 
6.	Ensure that communications with external systems, networks and key internal systems are always monitored for malicious and suspicious payloads 
7.	Review and update the configured rules, as required
8.	Periodically scan for any covert channel connections to public networks bypassing entity security defense","Transitional
Service Provider",ADHICS_V2
AC,AC 5.5,"The entity shall ensure wireless access within the entity is secured.
The entity shall:
1.	Ensure that internal wireless is not broadcasted
2.	Establish authorization process for wireless access and usage
3.	Ensure only trusted devices and users gain access to internal networks via wireless access",Transitional,ADHICS_V2
AC,AC 6.1,"The entity shall establish and enforce secure log-on and log-off procedures to control access to system, applications, services, medical devices and equipment 
The entity shall:
1.	Ensure that access to systems, applications, services, medical devices and equipment that process, use or store health information are authenticated
2.	Enforce automated locking of workstation/system after a predefined period of inactivity
3.	Automatically terminate inactive sessions after a predefined period of session inactivity
4.	6. Display a logon banner that requires the user to acknowledge and accept security terms and their responsibilities before access to the system is granted","Basic
Service Provider",ADHICS_V2
AC,AC 6.2,"The entity shall create unique identifier (user ID) for each user who requires access to entities systems, applications or services, and shall implement a suitable authentication technique.
The entity shall:
1.	Grant each user with a unique identifier
2.	Ensure all user activities are logged with the associated identifier","Basic
Service Provider",ADHICS_V2
AC,AC 6.3,"The entity shall restrict and control the use of utility programs and tools that might be capable of overriding system and application controls.
The entity shall:
1.	Identify essential system utilities and tools and enforce appropriate controls for use
2.	Provide access to system utilities and tools based on appropriate authorization
3.	Maintain inventory of access to system utilities and tools
4.	Monitor use of system utilities and tools",Advanced,ADHICS_V2
CO,CO 1.1,"The entity shall develop, enforce and maintain a secure communication and operation management policy to ensure operational and communication activities concerning data, technology and application are controlled
The policy shall:
1.	Be relevant and appropriate to the entity’s operational and risk environment concerning data, technology and application
2.	Establish management demands on:
a)	Segregation of duties
b)	Configuration management
c)	Change management
d)	Baselines and minimum-security configurations
e)	Standard operating procedures
f)	Capacity management
g)	System acceptance
h)	Malware control
i)	Backup management
j)	Network Security Management
k)	Secure exchange of Information 
l)	Electronic Commerce Services
m)	Logging and monitoring
n)	Patch management",Basic,ADHICS_V2
CO,CO 2.1,"The entity shall develop and enforce baseline and recommended configuration and system settings for hardening of information technology products, applications, virtual machines (VM), medical devices and equipment The entity shall:
1.	Consider the following while developing baseline and recommended configuration setting:
a)	Requirements of this Standard
b)	Manufacturer’s security recommendations
c)	Industry best practices
d)	Risk mitigation strategies
e)	Resilience during any unforeseen events
f)	Corrective and preventive actions (audit, assessment and incident outcomes)
2.	Periodically review and update baseline and configuration requirements in line with evolving vulnerabilities and threats ","Transitional
Service Provider",ADHICS_V2
CO,CO 2.2,"The entity shall document and follow operating procedures for all administrative, support, operational and maintenance activities of information systems, applications, medical devices, equipment or Cloud based systems and solutions 
The entity shall:
1.	Disseminate operating procedures and ensure all relevant internal stakeholders are aware of their responsibilities as needed by their roles
2.	Ensure all the involved third-party users (if any) are well aware of the entity’s operational procedures and they adhere to the same
3.	Ensure operating procedures are relevant and are  updated periodically  or in case of any significant change, whichever is earlier
4.	Ensure system documentation includes up-to-date diagrams.",Advanced,ADHICS_V2
CO,CO 2.3,"The entity shall establish, document, approve, communicate, apply, evaluate, and maintain the policies and procedures for managing the risks associated with applying changes to entity assets including information systems, software’s, applications, medical devices, equipment, infrastructure and technology environment regardless of whether the assets are managed internally or externally 
The entity shall:
1.	Establish a Change Advisory Board to authorize changes
2.	Define and enforce a process that addresses the following elements:
a)	Identification and recording of significant changes
b)	Planning and testing of changes in test environment
c)	Assessment of potential risks and  impacts of changes
d)	Formal approval procedure
e)	Communication of change to all relevant stakeholders
f)	Identification of stakeholders responsible for the “build, test, and implement” portion of the change
g)	Roll-back plan to be utilized during unsuccessful changes
h)	Post implementation assessment
i)	Monitoring of changes
j)	Maintenance of change records
3.	Maintenance of previous version of software, code and configurations. Maintenance of CMDB with updated Configuration Items. Ensure that movement of system and applications from development or project state to operational or production state are managed through the Authorization and Change Process
4.	Identify and segregate roles of conflicting interests and assign responsibilities accordingly
5.	Make sure the third party notifies the entity in advance of any changes to the manner services are provided, including but not limited to:
a)	Relocation
b)	Reconfiguration
c)	Changes in hardware or software
d)	Onboarding sub-contractor
e)	Changes to operating environment",Transitional,ADHICS_V2
CO,CO 2.4,"The entity shall identify and maintain separate environment for development, testing, staging and production 
The entity shall:
1.	Identify the appropriate level of segregation and protection between production, staging, test, and development environments
2.	 Document and apply clear processes for the transfer of data, information, code, configuration, software and systems between environments
3.	Ensure as-is operational data, confidential data and/or PII and PHI is not used in test environment
4.	Restrict usage/migration of test data into operational environment
5.	Ensure to test the change in testing environment before rolling it out in production state
6.	Prepare a rollback strategy  ","Transitional
Service Provider",ADHICS_V2
CO,CO 3.1,"The entity shall identify and document current and future capacity requirements for information systems and applications
The entity shall:
1.	Have the ability to monitor and measure the capacity of current systems and estimate future information systems and application demands
2.	Ensure there is sufficient capacity with information systems to support good system performance and reliability.
3.	Run stress testing on systems and services to ensure system stability during peak hours 
4.	Identify capacity thresholds for all information systems and applications, cloud environment and services and define advance escalation matrix to ensure capacity demands are met
5.	Establish process to:
a)	decommission systems that are no longer needed
b)	optimize databases
c)	archive data that is not accessed regularly",Advanced,ADHICS_V2
CO,CO 3.2,"The entity shall establish acceptance criteria for new information systems, applications, medical devices, equipment, and for changes, upgrades and releases, in addition to satisfactory test results
The entity shall:
1.	Establish processes for system acceptance, and ensure system acceptance is acknowledged by the relevant authoritative individual
2.	Develop test cases for each of the requirements and changes and ensure tests are carried out and test results documented prior to usage in an operational environment
3.	Ensure testing is never performed on production systems 
4.	Ensure user (with permissions appropriate for the tasks) involved in testing are different from the ones involved in operational and development activities
5.	Ensure development tools and/or editors are not installed on operational systems
6.	Ensure test data and accounts are removed completely before the application is moved into production state","Transitional
Service Provider",ADHICS_V2
CO,CO 4.1,"The entity shall implement security measures to prevent and detect malware in order to safeguard information assets. 
The entity shall:
1.	Ensure minimum security configurations is maintained in all information assets, as applicable and as relevant
2.	Implement anti-malware and anti-virus protection mechanisms for network and individual information systems (server, workstation, mobile/portable computing devices, virtual machine, cloud environment, hard drives, USB devices etc. 
3.	Ensure anti-malware and anti-virus protections mechanisms are updated and current 
4.	Prevent access to malicious websites or sites 
5.	Enable real-time protection capabilities
6.	Establish and enforce periodic scan schedules
7.	Scan removable media for viruses and malware on all occasions when they are connected to information systems
8.	Disable auto-run features for removable media on information systems
9.	Disallow the use or installation of unauthorized software
10.	Configure anti-malware and anti-virus protection systems to alert responsible stakeholders on event, incident or anomaly detection 
11.	Collect information about new threats and provide ongoing awareness for users on techniques, tactics and procedure to avoid and minimize probabilities","Transitional
Service Provider",ADHICS_V2
CO,CO 4.2,"The entity shall deploy gateway level protection mechanisms for web and email traffic to detect and defend against malware and viruses
The entity shall:
1.	Implement Email Authentication Solution to block harmful or fraudulent uses of email such as phishing and spam
2.	Check any attachments or downloads from email and instant messaging for malware, before use",Advanced,ADHICS_V2
CO,CO 5.1,"The entity shall maintain backup copies of essential information and software needed to support care delivery and its operations
The entity shall:
1.	Establish backup management process that identifies;
a)	Essential and critical information systems and applications in support of care delivery, business and entity operations
b)	Data owner
c)	Data recovery point and time requirements
d)	Backup frequencies, time of execution and methods
e)	Security controls to prevent compromise of backup data 
2.	Perform backup of all identified systems, applications and  its  critical data including the configuration 
3.	Establish a data restoration process and ensure data restoration requirements for continuity and recovery are adequately met
4.	Ensure data backups are tested for restoration  in accordance with the entity’s defined recovery plan
5.	Ensure data backup of specific instances are not mixed, accidently or deliberately 
6.	Ensure backups are not stored on entity live environment","Basic
Service Provider",ADHICS_V2
CO,CO 5.2,"The entity shall establish data archival requirements that satisfies entities retention demands
The entity shall:
1.	Establish formal processes for archival and destruction of data
2.	Identify data-sets and establish retention requirements as needed by law, regulation, and entity demands
3.	Identify and enforce archival criteria (what and when to archive, how long to archive) and methods (physical/electronic) that satisfies established retention timelines
4.	Preserve data during archival
5.	Destroy data that has crossed retention timelines and are no longer required by the entity
6.	Maintain adequate record on archival and destruction","Advanced
Service Provider",ADHICS_V2
